Adsorbate_name,MAE_total (eV),MAE_normal (eV),MAE_single (eV),ADwT (%),AMDwT (%),Num_total,Num_normal,Num_adsorbate_migration,Anomaly count,Unnamed: 10,Unnamed: 11,Unnamed: 12
H,0.2197421244333616,0.1868176535237147,0.1868863721770371,85.15821877712513,91.2812684630142,8854.0,8025.0,442.0,387,3,368,16
N,0.3546376782703425,0.277300684806046,0.2855080605255866,84.18848088120326,90.70213084370346,7457.0,6711.0,279.0,467,6,445,16
O,1.96296414761509,0.3637643722950414,2.149428827420586,80.26731250964613,87.40245030863137,7369.0,4774.0,566.0,2029,6,835,1188
S,0.2720951912369778,0.2469714687543449,0.2657078188128155,84.67492588493681,90.95052527763049,5812.0,5225.0,291.0,296,0,293,3
C,0.3055058229460145,0.2329046817897282,0.2413418091872004,84.38014659166629,90.50343724042345,5291.0,4650.0,291.0,350,9,336,5
SH,0.2985969042144645,0.1322447160444737,0.1255058520369651,75.26359055005537,81.38859177940499,1770.0,1193.0,481.0,96,2,94,0
NH,0.3890783238986441,0.2684749224641415,0.2704368322432201,82.67848085979959,89.83650371311694,1558.0,1393.0,100.0,65,0,65,0
H2O,0.1017354712208491,0.07810344503930432,0.2240444708767177,76.98583090379009,82.50385426653905,1534.0,1132.0,372.0,30,0,30,0
CH,0.2635888744859018,0.1951165739275661,0.193389256420944,84.23002167900134,91.06571281067943,1508.0,1370.0,91.0,47,0,47,0
CH2,0.2746987668948558,0.1654124694572099,0.1560161528005038,79.87090589131398,87.03575099548245,1458.0,1198.0,189.0,71,0,71,0
CH3,0.1584661651118163,0.1323807025533295,0.1261785587568972,82.23674937600946,89.5299116411574,1284.0,1158.0,95.0,31,0,31,0
OH,0.2509189615251862,0.1348893783971195,0.2280527016172411,81.49220738623677,87.67900763171936,1235.0,1060.0,107.0,68,2,57,9
